Category,Unit,Process,Total  eco-costs  (euro),eco-costs of human health (euro),eco-costs of exo-tocicity (euro ),eco-costs of resource (scarcity   euro),eco-costs of carbon  (footprint euro),eco-costs of Acidification (euro ),eco-costs of Eutrophication (euro ),eco-costs of Photochemical (oxidants   euro ),eco-costs of Fine dust (euro ),eco-costs of Human tocicity (cancer        euro ),eco-costs of Human tocicity (non-canc  euro),eco-costs of Ecotoxicity  (freshwater euro ),eco-costs of Metals Scarcity (euro ),eco-costs of fossil products (              euro),eco-costs of uranium (euro ),eco-costs of land-use (euro ),eco-costs of Baseline Water (Stress       euro ),eco-costs of Landfill ( euro ),Carbon footprint (kg CO2 equiv.),CED (Total) (MJ),Non-renewable fossil (MJ),Non-renewable nuclear (MJ),Non-renewable biomass (MJ),Renewable biomass (MJ),"Renewable wind, solar, geo (MJ)",Renewable water (MJ),ReCiPe2016 endpoint (Pt) (World(2010) H/A),ReCiPe human health (Pt),ReCiPe ecotoxixity (Pt),ReCiPe resources (Pt),ReCiPe human health (DALY),ReCiPe ecotoxixity (species.year),ReCiPe resources (USD2013),"Global warming,  Human health (DALY)","Global warming,  Terrestrial ecosystems (species.year)","Global warming,  Freshwater ecosystems (species.year)",Stratospheric  ozone depletion (DALY),Ionizing  radiation (DALY),"Ozone formation,  Human health (DALY)",Fine particulate  matter formation (DALY),"Ozone formation,  Terrestrial ecosystems (species.year)",Terrestrial  acidification (species.year),Freshwater  eutrophication (species.year),Marine  eutrophication (species.year),Terrestrial  ecotoxicity (species.year),Freshwater  ecotoxicity (species.year),Marine  ecotoxicity (species.year),Human  carcinogenic toxicity (DALY),Human  non-carcinogenic toxicity (DALY),Land use . (species.year),mineral resource  scarcity (USD2013),Fossil resource  scarcity (USD2013),"Water consumption,  Human health (DALY)","Water consumption,  Terrestrial ecosystem (species.year)","Water consumption,  Aquatic ecosystems (species.year)",EF 3.1 Total (Pt),Acidification  (Pt),Climate change  (Pt),Ecotoxicity freshwater (Pt),Particulate  matter (Pt),"Eutrophication,  marine (Pt)","Eutrophication,  freshwater (Pt)","Eutrophication,  terrestrial (Pt)","Human toxicity,  cancer (Pt)","Human toxicity, non-cancer non-cancer (Pt)",Ionising radiation  (Pt),Land use  (Pt),Ozone depletion  (Pt),Photochemical ozone formation  (Pt),"Resource use,  fossils (Pt)","Resource use,  minerals+metals (Pt)",Water use  (Pt),Sources of LCI:
"waste treatment, co-firing power plant thermosets ",kg ,Phenolics (Bakelite) co-firing in electrical power plant,"0,0061","-0,0031","-0,0109","-0,0036","0,02373","-0,0091517829","-0,00042567742","-0,00064641026","-0,0019828063","-0,00023619177","-0,00020602497","-0,0013544298","-0,00048594743",0,"-0,0031101637","-1,03E-05",0,0,"0,1784","-37,069902","-36,562522","-0,42165993",0,0,"-0,0042216091","-0,081499317","-0,00306","-0,00126","0,00004","-0,00183","-0,00000007581920657","0,0000000001520658766","-0,2568574376","1,28E-07","3,85E-10","1,06E-14","-1,66E-10","-2,15E-11","-9,62E-11","-2,00E-07","-1,94E-11","-2,00E-10","-2,42E-13","-1,24E-15","-5,12E-13","-2,96E-14","-2,24E-14","-2,57E-09","-9,86E-10","-1,28E-11","-2,29E-05","-0,25683457",0,0,0,"-4,37E-05","-1,39E-06","4,97E-06","-1,59E-07","-2,90E-06","-2,37E-08","-3,10E-10","-5,23E-08","-3,17E-07","-1,36E-07","-1,62E-07","-9,28E-09","-2,86E-09","-6,87E-07","-4,27E-05","-1,13E-07",0,"energy from stoichiometric calculation, see excel file 'embedded oil, heat of combustion, CO2 emissions and pyrolysis plastics&chemicals.xls' at https://www.ecocostsvalue.com/lca/eol-and-recycling/"
"waste treatment, co-firing power plant thermosets ",kg ,Polyester co-firing in electrical power plant,"-0,0220","-0,0027","-0,0097","-0,0032","-0,00642","-0,0081317699","-0,00035703396","-0,00055655401","-0,0017618124","-0,00020986699","-0,00018306244","-0,0012034717","-0,00043178611",0,"-0,00276352","-9,13E-06",0,0,"-0,0483","-32,938272","-32,487442","-0,37466378",0,0,"-0,0037510892","-0,072415802","-0,00607","-0,00432","-0,00012","-0,00163","-0,0000002590854719","-0,0000000004433722045","-0,2282293589","-7,83E-08","-2,37E-10","-6,43E-15","-1,47E-10","-1,91E-11","-8,28E-11","-1,77E-07","-1,69E-11","-1,77E-10","-2,15E-13","-1,10E-15","-4,55E-13","-2,63E-14","-1,99E-14","-2,29E-09","-8,76E-10","-1,13E-11","-2,03E-05","-0,22820904",0,0,0,"-4,46E-05","-1,23E-06","-1,35E-06","-1,42E-07","-2,58E-06","-1,94E-08","-2,75E-10","-4,39E-08","-2,82E-07","-1,21E-07","-1,44E-07","-8,24E-09","-2,54E-09","-6,07E-07","-3,80E-05","-1,01E-07",0,"energy from stoichiometric calculation, see excel file 'embedded oil, heat of combustion, CO2 emissions and pyrolysis plastics&chemicals.xls' at https://www.ecocostsvalue.com/lca/eol-and-recycling/"
"waste treatment, co-firing power plant xSpecila plastics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"waste treatment, co-firing power plant xSpecila plastics",kg ,Bisphenol A  co-firing in electrical power plant,"0,0111","-0,0031","-0,0111","-0,0037","0,02895","-0,0092934513","-0,00043925819","-0,0006622903","-0,0020134999","-2,40E-04","-2,09E-04","-0,0013753962","-0,00049346983",0,"-0,0031583086","-1,04E-05",0,0,"0,2177","-37,64374","-37,128505","-0,42818718",0,0,"-0,0042869591","-0,082760916","-0,00251","-0,00072","0,00007","-0,00186","-0,00000004318671915","0,0000000002564299331","-0,2608335516","1,64E-07","4,93E-10","1,35E-14","-1,68E-10","-2,19E-11","-9,85E-11","-2,03E-07","-1,99E-11","-2,03E-10","-2,45E-13","-1,26E-15","-5,20E-13","-3,00E-14","-2,27E-14","-2,61E-09","-1,00E-09","-1,30E-11","-2,32E-05","-0,26081033",0,0,0,"-4,34E-05","-1,41E-06","6,07E-06","-1,62E-07","-2,95E-06","-2,46E-08","-3,15E-10","-5,40E-08","-3,22E-07","-1,38E-07","-1,64E-07","-9,42E-09","-2,90E-09","-6,99E-07","-4,34E-05","-1,15E-07",0,"energy from stoichiometric calculation, see excel file 'embedded oil, heat of combustion, CO2 emissions and pyrolysis plastics&chemicals.xls' at https://www.ecocostsvalue.com/lca/eol-and-recycling/"
"waste treatment, co-firing power plant xSpecila plastics",kg ,DEHP co-firing in electrical power plant,"-0,0516","-0,0045","-0,0134","-0,0040","-0,02966","-0,01020013","-0,0017062673","-1,76E-03","-0,0022099389","-0,0002632478","-0,00022962536","-0,0015095812","-0,00054161323",0,"-0,0034664363","-1,15E-05",0,0,"-0,2230","-41,3163","-40,750798","-0,46996154",0,0,"-0,004705199","-0,090835152","-0,01046","-0,00814","-0,00028","-0,00204","-0,0000004878726956","-0,000000001046551695","-0,2862807271","-2,49E-07","-7,53E-10","-2,05E-14","-1,85E-10","-2,40E-11","-2,61E-10","-2,34E-07","-4,35E-11","-2,35E-10","-2,69E-13","-1,38E-15","-5,71E-13","-3,30E-14","-2,49E-14","-2,87E-09","-1,10E-09","-1,42E-11","-2,55E-05","-0,28625524",0,0,0,"-6,11E-05","-1,69E-06","-6,22E-06","-1,78E-07","-3,28E-06","-1,26E-07","-3,45E-10","-2,10E-07","-3,53E-07","-1,52E-07","-1,80E-07","-1,03E-08","-3,18E-09","-9,64E-07","-4,76E-05","-1,26E-07",0,"energy from stoichiometric calculation, see excel file 'embedded oil, heat of combustion, CO2 emissions and pyrolysis plastics&chemicals.xls' at https://www.ecocostsvalue.com/lca/eol-and-recycling/"
"waste treatment, co-firing power plant xSpecila plastics",kg ,DINP co-firing in electrical power plant,"-0,0542","-0,0044","-0,0135","-0,0041","-0,03218","-0,010370132","-0,001620581","-0,0016887386","-0,0022467712","-0,00026763526","-0,00023345245","-0,0015347409","-0,00055064012",0,"-0,0035242102","-1,16E-05",0,0,"-0,2419","-42,004905","-41,429978","-0,47779423",0,0,"-0,004783619","-0,092349071","-0,01087","-0,00849","-0,00030","-0,00208","-0,0000005089801887","-0,000000001103245677","-0,2910520719","-2,67E-07","-8,08E-10","-2,20E-14","-1,88E-10","-2,44E-11","-2,51E-10","-2,37E-07","-4,22E-11","-2,38E-10","-2,74E-13","-1,40E-15","-5,80E-13","-3,35E-14","-2,53E-14","-2,92E-09","-1,12E-09","-1,45E-11","-2,59E-05","-0,29102616",0,0,0,"-6,25E-05","-1,70E-06","-6,75E-06","-1,81E-07","-3,33E-06","-1,19E-07","-3,51E-10","-1,99E-07","-3,59E-07","-1,54E-07","-1,83E-07","-1,05E-08","-3,24E-09","-9,62E-07","-4,84E-05","-1,28E-07",0,"energy from stoichiometric calculation, see excel file 'embedded oil, heat of combustion, CO2 emissions and pyrolysis plastics&chemicals.xls' at https://www.ecocostsvalue.com/lca/eol-and-recycling/"
"waste treatment, co-firing power plant xSpecila plastics",kg ,Epichlorohydrin  co-firing in electrical power plant,"0,4889","0,0566","0,4360","-0,0020","-0,00161","-0,0050150637","-0,00020394745","-0,00032959324","-0,0010865533","-0,00012943017","0,058107287","0,44117665","-0,00026629317",0,"-0,0017043312","-5,63E-06",0,0,"-0,0121","-20,313847","-20,035809","-0,23106442",0,0,"-0,0023133895","-0,044660616","-0,00345","-0,00239","-0,00006","-0,00100","-0,0000001432021523","-0,0000000002234184691","-0,1407546912","-3,18E-08","-9,68E-11","-2,61E-15","-9,08E-11","-1,18E-11","-4,90E-11","-1,09E-07","-1,01E-11","-1,09E-10","-1,32E-13","-6,79E-16","-2,81E-13","-1,62E-14","-1,23E-14","-1,41E-09","-5,41E-10","-6,99E-12","-1,25E-05","-0,14074216",0,0,0,"6,33E-05","-7,58E-07","-3,37E-07","5,17E-05","-1,59E-06","-1,06E-08","-1,70E-10","-2,51E-08","-1,74E-07","3,84E-05","-8,87E-08","-5,08E-09","-1,57E-09","-3,72E-07","-2,34E-05","-6,20E-08",0,"energy from stoichiometric calculation, see excel file 'embedded oil, heat of combustion, CO2 emissions and pyrolysis plastics&chemicals.xls' at https://www.ecocostsvalue.com/lca/eol-and-recycling/"
"waste treatment, co-firing power plant xSpecila plastics",kg ,EVOH  co-firing in electrical power plant,"-0,0800","-0,0046","-0,0134","-0,0039","-0,05799","-0,010001794","-0,001964066","-0,0019656905","-0,0021669679","-0,00025812909","-0,00022516042","-0,0014802283","-0,00053108187",0,"-0,0033990334","-1,12E-05",0,0,"-0,4360","-40,512927","-39,958421","-0,4608234",0,0,"-0,004613709","-0,089068913","-0,01384","-0,01139","-0,00044","-0,00200","-0,000000682846342","-0,000000001642874811","-0,2807141615","-4,46E-07","-1,35E-09","-3,67E-14","-1,81E-10","-2,35E-11","-2,92E-10","-2,33E-07","-4,78E-11","-2,34E-10","-2,64E-13","-1,35E-15","-5,60E-13","-3,23E-14","-2,44E-14","-2,81E-09","-1,08E-09","-1,39E-11","-2,50E-05","-0,28068917",0,0,0,"-6,61E-05","-1,69E-06","-1,22E-05","-1,74E-07","-3,22E-06","-1,47E-07","-3,39E-10","-2,41E-07","-3,46E-07","-1,49E-07","-1,77E-07","-1,01E-08","-3,12E-09","-9,92E-07","-4,67E-05","-1,24E-07",0,"energy from stoichiometric calculation, see excel file 'embedded oil, heat of combustion, CO2 emissions and pyrolysis plastics&chemicals.xls' at https://www.ecocostsvalue.com/lca/eol-and-recycling/"
"waste treatment, co-firing power plant xSpecila plastics",kg ,Formaldehyde  co-firing in electrical power plant,"-0,0048","-0,0017","-0,0060","-0,0020","0,00480","-0,00498673","-0,00023036938","-0,00035089723","-0,0010804146","-0,00012869892","-0,00011226129","-0,00073801748","-0,00026478869",0,"-0,0016947022","-5,60E-06",0,0,"0,0361","-20,19908","-19,922612","-0,22975897",0,0,"-0,0023003195","-0,044408297","-0,00266","-0,00164","-0,00002","-0,00100","-0,00000009804109073",0,"-0,1399594704","1,30E-08","3,83E-11","1,08E-15","-9,03E-11","-1,17E-11","-5,22E-11","-1,09E-07","-1,06E-11","-1,09E-10","-1,32E-13","-6,75E-16","-2,79E-13","-1,61E-14","-1,22E-14","-1,40E-09","-5,37E-10","-6,95E-12","-1,25E-05","-0,13994701",0,0,0,"-2,55E-05","-7,57E-07","1,01E-06","-8,69E-08","-1,58E-06","-1,28E-08","-1,69E-10","-2,83E-08","-1,73E-07","-7,43E-08","-8,82E-08","-5,05E-09","-1,56E-09","-3,74E-07","-2,33E-05","-6,17E-08",0,"energy from stoichiometric calculation, see excel file 'embedded oil, heat of combustion, CO2 emissions and pyrolysis plastics&chemicals.xls' at https://www.ecocostsvalue.com/lca/eol-and-recycling/"
"waste treatment, co-firing power plant xSpecila plastics",kg ,MDI  co-firing in electrical power plant,"0,0324","-0,0027","-0,0095","-0,0031","0,04771","-0,0079334341","-0,00039629705","-0,00058328196","-0,0017188414","-2,05E-04","-1,79E-04","-0,0011741187","-0,00042125474",0,"-0,0026961171","-8,91E-06",0,0,"0,3588","-32,1349","-31,695065","-0,36552564",0,0,"-0,0036595992","-0,070649563","0,00066","0,00206","0,00019","-0,00159","0,0000001234041856","0,0000000007025110697","-0,2226627933","3,00E-07","9,05E-10","2,48E-14","-1,44E-10","-1,87E-11","-8,68E-11","-1,74E-07","-1,73E-11","-1,73E-10","-2,09E-13","-1,07E-15","-4,44E-13","-2,56E-14","-1,94E-14","-2,23E-09","-8,55E-10","-1,11E-11","-1,98E-05","-0,22264297",0,0,0,"-3,22E-05","-1,21E-06","1,00E-05","-1,38E-07","-2,52E-06","-2,28E-08","-2,69E-10","-4,87E-08","-2,75E-07","-1,18E-07","-1,40E-07","-8,04E-09","-2,48E-09","-6,00E-07","-3,70E-05","-9,81E-08",0,"energy from stoichiometric calculation, see excel file 'embedded oil, heat of combustion, CO2 emissions and pyrolysis plastics&chemicals.xls' at https://www.ecocostsvalue.com/lca/eol-and-recycling/"
"waste treatment, co-firing power plant xSpecila plastics",kg ,MMA monomer  co-firing in electrical power plant,"0,0024","-0,0024","-0,0086","-0,0028","0,01628","-0,0072250917","-0,0003283932","-0,00050388179","-0,0015653734","-0,00018646719","-0,0001626513","-0,0010692867","-0,00038364271",0,"-0,0024553924","-8,11E-06",0,0,"0,1224","-29,265712","-28,865149","-0,33288942",0,0,"-0,0033328493","-0,064341566","-0,00271","-0,00128","0,00002","-0,00145","-0,00000007687819743",0,"-0,2027821834","8,39E-08","2,52E-10","6,93E-15","-1,31E-10","-1,70E-11","-7,50E-11","-1,58E-07","-1,52E-11","-1,57E-10","-1,91E-13","-9,79E-16","-4,04E-13","-2,34E-14","-1,77E-14","-2,03E-09","-7,79E-10","-1,01E-11","-1,81E-05","-0,20276413",0,0,0,"-3,50E-05","-1,10E-06","3,41E-06","-1,26E-07","-2,29E-06","-1,81E-08","-2,45E-10","-4,04E-08","-2,50E-07","-1,08E-07","-1,28E-07","-7,32E-09","-2,25E-09","-5,41E-07","-3,37E-05","-8,94E-08",0,"energy from stoichiometric calculation, see excel file 'embedded oil, heat of combustion, CO2 emissions and pyrolysis plastics&chemicals.xls' at https://www.ecocostsvalue.com/lca/eol-and-recycling/"
"waste treatment, co-firing power plant xSpecila plastics",kg ,Nafion co-firing in electrical power plant,"1,2172","-0,0004","1,2005","-0,0008","0,01799","1,2005116","0,00025336102","0,00014759149","-0,0004481265","-0,000053380804","-0,00004656292","-0,00030610952","-0,00010982713",0,"-0,00070291625","-2,32E-06",0,0,"0,1352","-8,3780275","-8,2633563","-0,095297756",0,0,"-0,0009541098","-0,01841935","0,37208","0,36553","0,00696","-0,00041","0,00002191431672","0,00000002575000988","-0,05805137022","1,17E-07","3,53E-10","9,65E-15","-3,74E-11","-4,86E-12","2,19E-11","2,18E-05","1,80E-12","2,54E-08","-5,46E-14","-2,80E-16","-1,16E-13","-6,69E-15","-5,05E-15","-5,81E-10","-2,23E-10","-2,88E-12","-5,17E-06","-0,058046202",0,0,0,"3,24E-04","1,75E-04","0,000003771009","-3,60E-08","1,44E-04","2,29E-08","-7,01E-11","3,11E-08","-7,16E-08","-3,08E-08","-3,66E-08","-2,10E-09","-6,45E-10","1,13E-05","-9,66E-06","-2,56E-08",0,"energy from stoichiometric calculation, see excel file 'embedded oil, heat of combustion, CO2 emissions and pyrolysis plastics&chemicals.xls' at https://www.ecocostsvalue.com/lca/eol-and-recycling/"
"waste treatment, co-firing power plant xSpecila plastics",kg ,Paperfoam  co-firing in electrical power plant,"-0,1935","-0,0016","-0,0058","-0,0019","-0,18421","-0,0048167278","-0,00024321054","-0,00035632119","-0,0010435823","-0,00012431146","-0,0001084342","-0,0007128578","-0,0002557618",0,"-0,0016369283","-5,41E-06",0,0,"-1,3850","-19,510475","-19,243432","-0,22192628",0,0,"-0,0022218995","-0,042894377","-0,02562","-0,02356","-0,00110","-0,00097","-0,000001412552548","-0,000000004061671348","-0,1351881256","-1,31E-06","-3,94E-09","-1,08E-13","-8,72E-11","-1,13E-11","-5,30E-11","-1,05E-07","-1,06E-11","-1,05E-10","-1,27E-13","-6,52E-16","-2,70E-13","-1,56E-14","-1,18E-14","-1,35E-09","-5,19E-10","-6,72E-12","-1,20E-05","-0,13517609",0,0,0,"-6,43E-05","-7,33E-07","-3,86E-05","-8,39E-08","-1,53E-06","-1,40E-08","-1,63E-10","-2,99E-08","-1,67E-07","-7,18E-08","-8,52E-08","-4,88E-09","-1,50E-09","-3,65E-07","-2,25E-05","-5,96E-08",0,"energy from stoichiometric calculation, see excel file 'embedded oil, heat of combustion, CO2 emissions and pyrolysis plastics&chemicals.xls' at https://www.ecocostsvalue.com/lca/eol-and-recycling/"
"waste treatment, co-firing power plant xSpecila plastics",kg ,PEEK (Polyetheretherketone)  co-firing in electrical power p,"0,0256","-0,0030","-0,0104","-0,0034","0,04248","-0,00866161","-0,00049669718","-0,00069060934","-0,0018766064","-0,00022354126","-0,0001949902","-0,0012818861","-0,0004599199",0,"-0,0029435822","-9,73E-06",0,0,"0,3194","-35,084425","-34,604219","-0,39907567",0,0,"-0,0039954981","-0,077134183","-0,00047","0,00112","0,00015","-0,00174","0,00000006700704143","0,0000000005627015759","-0,2431000528","2,61E-07","7,85E-10","2,15E-14","-1,57E-10","-2,04E-11","-1,03E-10","-1,90E-07","-2,00E-11","-1,90E-10","-2,29E-13","-1,17E-15","-4,85E-13","-2,80E-14","-2,12E-14","-2,43E-09","-9,34E-10","-1,21E-11","-2,16E-05","-0,24307841",0,0,0,"-3,72E-05","-1,33E-06","8,90E-06","-1,51E-07","-2,75E-06","-3,00E-08","-2,93E-10","-6,10E-08","-3,00E-07","-1,29E-07","-1,53E-07","-8,78E-09","-2,70E-09","-6,66E-07","-4,04E-05","-1,07E-07",0,"energy from stoichiometric calculation, see excel file 'embedded oil, heat of combustion, CO2 emissions and pyrolysis plastics&chemicals.xls' at https://www.ecocostsvalue.com/lca/eol-and-recycling/"
"waste treatment, co-firing power plant xSpecila plastics",kg ,PEI (Polyether Imide) co-firing in electrical power plant,"0,0400","-0,0134","-0,0223","-0,0031","0,07880","-0,0079901015","-0,013091363","-0,011250674","-0,0017311188","-0,00020621078","-0,0001798732","-0,0011825053","-0,0004242637",0,"-0,0027153751","-8,97E-06",0,0,"0,5925","-32,364435","-31,921458","-0,36813654",0,0,"-0,0036857392","-0,071154202","0,00228","0,00361","0,00027","-0,00160","0,0000002166295446","0,0000000009970407349","-0,2242532349","5,17E-07","1,56E-09","4,26E-14","-1,45E-10","-1,88E-11","-1,67E-09","-2,95E-07","-2,42E-10","-3,07E-10","-2,11E-13","-1,08E-15","-4,47E-13","-2,58E-14","-1,95E-14","-2,25E-09","-8,61E-10","-1,11E-11","-2,00E-05","-0,22423327",0,0,0,"-3,25E-05","-2,65E-06","1,65E-05","-1,39E-07","-2,96E-06","-1,05E-06","-2,71E-10","-1,61E-06","-2,77E-07","-1,19E-07","-1,41E-07","-8,10E-09","-2,49E-09","-2,64E-06","-3,73E-05","-9,88E-08",0,"energy from stoichiometric calculation, see excel file 'embedded oil, heat of combustion, CO2 emissions and pyrolysis plastics&chemicals.xls' at https://www.ecocostsvalue.com/lca/eol-and-recycling/"
"waste treatment, co-firing power plant xSpecila plastics",kg ,Phthalic anhydride co-firing in electrical power plant,"0,0729","-0,0021","-0,0073","-0,0024","0,08465","-0,0060634103","-0,00031901418","-0,0004593455","-0,0013136859","-0,00015648619","-0,00013649952","-0,00089736217","-0,00032195898",0,"-0,0020606038","-6,81E-06",0,0,"0,6365","-24,560245","-24,224086","-0,27936602",0,0,"-0,0027969794","-0,053996452","0,00638","0,00718","0,00042","-0,00122","0,0000004303619497","0,000000001550892321","-0,1701779907","5,66E-07","1,71E-09","4,66E-14","-1,10E-10","-1,43E-11","-6,83E-11","-1,33E-07","-1,35E-11","-1,33E-10","-1,60E-13","-8,21E-16","-3,39E-13","-1,96E-14","-1,48E-14","-1,70E-09","-6,53E-10","-8,45E-12","-1,52E-05","-0,17016284",0,0,0,"-1,45E-05","-9,25E-07","1,77E-05","-1,06E-07","-1,93E-06","-1,87E-08","-2,05E-10","-3,92E-08","-2,10E-07","-9,03E-08","-1,07E-07","-6,15E-09","-1,89E-09","-4,61E-07","-2,83E-05","-7,50E-08",0,"energy from stoichiometric calculation, see excel file 'embedded oil, heat of combustion, CO2 emissions and pyrolysis plastics&chemicals.xls' at https://www.ecocostsvalue.com/lca/eol-and-recycling/"
"waste treatment, co-firing power plant xSpecila plastics",kg ,Polyether-polyols co-firing in electrical power plant,"0,0146","-0,0031","-0,0108","-0,0036","0,03205","-0,0090384481","-0,00045851992","-0,00067042624","-0,0019582514","-0,0002332668","-0,00020347358","-0,0013376567","-0,0004799295",0,"-0,0030716477","-1,02E-05",0,0,"0,2410","-36,610832","-36,109735","-0,41643814",0,0,"-0,0041693291","-0,080490038","-0,00197","-0,00025","0,00009","-0,00181","-0,00000001511384443","0,0000000003305500321","-0,2536765344","1,86E-07","5,61E-10","1,54E-14","-1,64E-10","-2,13E-11","-9,97E-11","-1,98E-07","-1,99E-11","-1,97E-10","-2,39E-13","-1,22E-15","-5,06E-13","-2,92E-14","-2,21E-14","-2,54E-09","-9,74E-10","-1,26E-11","-2,26E-05","-0,25365395",0,0,0,"-4,14E-05","-1,38E-06","6,72E-06","-1,57E-07","-2,87E-06","-2,65E-08","-3,06E-10","-5,64E-08","-3,13E-07","-1,35E-07","-1,60E-07","-9,16E-09","-2,82E-09","-6,85E-07","-4,22E-05","-1,12E-07",0,"energy from stoichiometric calculation, see excel file 'embedded oil, heat of combustion, CO2 emissions and pyrolysis plastics&chemicals.xls' at https://www.ecocostsvalue.com/lca/eol-and-recycling/"
"waste treatment, co-firing power plant xSpecila plastics",kg ,PPS  co-firing in electrical power plant,"5,9185","-0,0027","5,9032","-0,0031","0,02111","5,9047516","-0,00039629705","-0,00058328196","-0,0017188414","-0,00020474829","-0,0001785975","-0,0011741187","-0,00042125474",0,"-0,0026961171","-8,91E-06",0,0,"0,1588","-32,1349","-31,695065","-0,36552564",0,0,"-0,0036595992","-0,070649563","1,82233","1,79006","0,03386","-0,00159","0,0001073178069","0,0000001252224938","-0,2226627933","1,15E-07","3,45E-10","9,47E-15","-1,44E-10","-1,87E-11","-8,68E-11","1,07E-04","-1,73E-11","1,25E-07","-2,09E-13","-1,07E-15","-4,44E-13","-2,56E-14","-1,94E-14","-2,23E-09","-8,55E-10","-1,11E-11","-1,98E-05","-0,22264297",0,0,0,"1,59E-03","8,61E-04","4,43E-06","-1,38E-07","7,08E-04","-2,28E-08","-2,69E-10","-4,87E-08","-2,75E-07","-1,18E-07","-1,40E-07","-8,04E-09","-2,48E-09","5,54E-05","-3,70E-05","-9,81E-08",0,from literature: HEATS OF COMBUSTION OF HIGH TEMPERATURE POLYMERS
"waste treatment, co-firing power plant xSpecila plastics",kg ,PVOH (PVA) co-firing in electrical power plant,"0,0236","-0,0020","-0,0072","-0,0024","0,03519","-0,0060350766","-0,00027259091","-0,00041944949","-0,0013075472","-0,00015575495","-0,00013586167","-0,00089316889","-0,0003204545",0,"-0,0020509748","-6,78E-06",0,0,"0,2646","-24,445477","-24,110889","-0,27806058",0,0,"-0,0027839094","-0,053744132","0,00037","0,00144","0,00014","-0,00121","0,0000000864641202","0,0000000005120234338","-0,1693827699","2,21E-07","6,65E-10","1,82E-14","-1,09E-10","-1,42E-11","-6,24E-11","-1,32E-07","-1,27E-11","-1,31E-10","-1,59E-13","-8,17E-16","-3,38E-13","-1,95E-14","-1,47E-14","-1,70E-09","-6,50E-10","-8,42E-12","-1,51E-05","-0,16936769",0,0,0,"-2,47E-05","-9,15E-07","7,38E-06","-1,05E-07","-1,92E-06","-1,50E-08","-2,04E-10","-3,35E-08","-2,09E-07","-8,99E-08","-1,07E-07","-6,12E-09","-1,88E-09","-4,52E-07","-2,82E-05","-7,46E-08",0,from literature: HEATS OF COMBUSTION OF HIGH TEMPERATURE POLYMERS
"waste treatment, co-firing power plant xSpecila plastics",kg ,TDI co-firing in electrical power plant,"0,0289","-0,0023","-0,0082","-0,0027","0,04209","-0,00682842","-0,00033407417","-0,00049613769","-0,0014794313","-0,00017622978","-0,00015372142","-0,0010105808","-0,00036257997",0,"-0,0023205865","-7,67E-06",0,0,"0,3165","-27,658967","-27,280395","-0,31461314",0,0,"-0,0031498693","-0,060809088","0,00069","0,00189","0,00017","-0,00137","0,0000001134421957","0,0000000006264598676","-0,1916490422","2,66E-07","8,00E-10","2,19E-14","-1,24E-10","-1,61E-11","-7,38E-11","-1,49E-07","-1,48E-11","-1,49E-10","-1,80E-13","-9,25E-16","-3,82E-13","-2,21E-14","-1,67E-14","-1,92E-09","-7,36E-10","-9,52E-12","-1,71E-05","-0,19163198",0,0,0,"-2,75E-05","-1,04E-06","8,82E-06","-1,19E-07","-2,17E-06","-1,90E-08","-2,31E-10","-4,11E-08","-2,36E-07","-1,02E-07","-1,21E-07","-6,92E-09","-2,13E-09","-5,16E-07","-3,19E-05","-8,45E-08",0,"energy from stoichiometric calculation, see excel file 'embedded oil, heat of combustion, CO2 emissions and pyrolysis plastics&chemicals.xls' at https://www.ecocostsvalue.com/lca/eol-and-recycling/"
"waste treatment, combustion in small elec. power plant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"waste treatment, combustion in small elec. power plant",kg ,"Hardwood 0% MC, Bamboo, Cork, combustion in small elec. powe","-0,1582","0,0010","-0,0021","-0,0016","-0,15550","-0,004065885","0,0025896006","0,002047323","-0,0008809062","-0,0001049335","-0,000091531219","-0,00060173585","-0,00021589305",0,"-0,00138176","-4,57E-06",0,0,"-1,1691","-16,469136","-16,243721","-0,18733189",0,0,"-0,0018755446","-0,036207901","-0,02116","-0,01944","-0,00091","-0,00081","-0,000001165460945","-0,00000000334975966","-0,1141146794","-1,10E-06","-3,32E-09","-9,08E-14","-7,36E-11","-9,56E-12","3,04E-10","-6,24E-08","4,06E-11","-5,95E-11","-1,07E-13","-5,51E-16","-2,27E-13","-1,31E-14","-9,93E-15","-1,14E-09","-4,38E-10","-5,67E-12","-1,02E-05","-0,11410452",0,0,0,"-5,28E-05","-3,02E-07","-3,26E-05","-7,08E-08","-1,20E-06","2,14E-07","-1,38E-10","3,18E-07","-1,41E-07","-6,06E-08","-7,19E-08","-4,12E-09","-1,27E-09","1,41E-07","-1,90E-05","-5,03E-08",0,credits for the delivered energy -14.35 MJth gas
